Soil_Type,Soil_pH,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Temperature_C,Humidity,Rainfall_mm,Sunlight_Hours,Wind_Speed_kmh,Crop_Type,Crop_Growth_Stage,Season,Irrigation_Type,Water_Source,Field_Area_hectare,Mulching_Used,Previous_Irrigation_mm,Region
3,5.45,14.6,1.09,1.15,35.03,57.55,1810.71,5.5,201,5,1,3,4,3,1390,1,2526,3
2,4.98,44.08,0.55,2.4,22.63,37.54,2414.31,6.97,188,2,3,1,1,1,434,1,472,2
1,6.63,25.21,0.56,1.53,14.5,87.58,825.22,5.75,1276,3,1,2,4,3,278,2,5398,3
0,7.16,52.31,0.6,1.47,40.27,71.35,2097.4,6.4,227,3,0,3,1,1,1304,2,4105,0
3,8.11,58.37,1.18,1.96,31.7,74.18,2322.44,6.52,882,0,4,2,1,3,520,1,3376,2
1,6.1,21.36,1.04,3.23,22.33,52.99,1965.95,7.03,1137,6,1,2,4,1,1114,1,3723,3
3,6.52,25.25,0.8,0.31,38.88,38.48,638.83,10.5,1407,0,1,2,4,3,898,2,235,3
2,5.11,57.07,1.38,0.93,40.64,66.56,1657.22,10.46,1773,3,1,3,1,4,1304,2,5748,2
0,7.95,48.42,1.55,2.48,27.22,76.96,311.22,4.97,1618,2,0,1,0,1,303,2,3866,0
1,5.23,28.46,1.59,2.45,12.66,37.63,1290.39,4.48,1093,4,0,1,2,2,723,1,820,3
2,5.17,53.49,0.4,2.97,12.02,29.13,2106.35,7.86,1638,2,4,2,1,4,564,1,3198,1
2,5.42,40.88,1.3,3.46,15.49,80.23,445.69,9.78,848,3,3,1,4,4,454,2,674,3
0,5.37,14.47,1.19,0.83,35.49,38.28,2036.12,8.86,579,3,0,3,1,2,165,2,4585,4
0,6.26,55.25,0.38,1.57,19.7,87.08,578.37,9.22,869,4,1,2,2,2,274,1,3826,4
2,5.05,47.08,0.99,2.08,12.23,36.02,1746.71,4.44,1724,5,0,2,0,1,48,1,1479,1
2,6.35,17.45,0.36,3.49,41.75,93.0,808.3,8.04,292,4,0,3,4,1,1350,2,1698,0
0,5.87,42.81,1.59,1.98,40.8,44.19,140.34,5.05,468,3,1,3,4,4,597,1,2788,0
1,7.93,24.78,0.64,0.24,32.08,81.59,766.38,7.16,401,6,1,1,1,3,642,1,1153,3
3,5.06,56.68,0.96,2.05,29.7,66.94,249.37,7.23,149,6,0,1,2,2,991,1,3638,1
3,5.2,26.72,1.5,2.09,39.29,87.11,1927.15,4.54,456,2,1,1,4,2,18,1,4320,3
2,7.61,41.27,1.21,0.69,22.73,93.04,843.83,4.59,527,6,3,3,4,1,1398,2,3508,0
2,5.62,61.17,1.5,1.86,20.55,38.49,1538.38,10.13,1597,6,4,1,2,1,783,1,3521,2
0,7.91,8.21,0.5,1.26,33.44,31.62,1273.79,7.71,1207,2,4,3,1,2,412,2,4048,0
3,5.66,34.88,0.67,2.47,21.98,60.78,1652.95,4.12,1878,6,3,2,4,3,401,2,2524,0
1,7.85,33.51,1.5,0.18,37.53,44.55,1902.34,10.89,192,2,4,3,0,2,874,2,5656,2
2,8.02,25.79,0.63,1.21,28.45,52.44,540.27,5.03,520,6,0,1,1,1,1389,1,5427,3
2,6.66,47.51,1.35,1.69,38.0,79.39,2443.08,7.69,978,2,4,3,4,4,636,1,3386,3
2,7.09,46.96,0.84,2.41,18.8,59.85,2325.56,10.37,740,6,4,1,2,3,1260,1,2211,4
0,5.95,52.43,0.89,1.45,25.02,33.23,103.82,5.97,912,0,3,1,4,2,1439,2,1241,2
2,5.36,21.5,0.4,3.3,19.96,53.98,1629.18,4.54,706,6,1,1,4,2,0,1,3997,1
1,7.12,54.51,1.39,1.35,14.34,67.37,962.41,8.65,667,6,0,2,1,2,1461,1,4781,0
3,6.47,16.17,0.37,1.76,30.89,50.16,361.8,10.32,176,2,3,1,2,2,424,2,682,4
2,5.83,44.79,1.0,2.9,38.96,41.47,1444.73,10.06,987,5,3,1,0,3,1445,1,763,2
2,7.28,63.16,0.49,3.4,39.36,39.76,139.69,4.31,297,3,3,3,4,4,280,1,4741,2
2,5.43,19.97,1.37,2.61,33.96,77.48,1194.47,5.64,1106,6,3,3,4,2,613,1,4745,0
3,7.98,49.58,0.68,2.6,28.91,81.2,2104.65,8.43,119,2,1,3,4,4,20,2,1182,1
1,7.37,16.99,0.92,1.48,20.79,29.09,2028.49,6.66,20,3,3,1,0,1,1294,2,4154,2
2,6.11,63.12,0.43,0.55,30.48,60.28,285.15,8.31,672,4,3,3,0,2,1107,1,2052,1
0,6.85,33.6,1.11,0.78,28.67,39.51,1533.33,4.17,1675,5,1,2,4,4,994,1,781,3
2,4.99,11.68,0.45,3.01,13.28,43.51,447.57,9.21,416,6,0,2,1,3,1197,2,1712,2
3,7.58,52.38,1.4,3.27,30.06,73.94,838.83,10.84,717,6,3,2,2,1,735,1,2067,3
2,7.77,49.16,0.36,1.41,36.57,77.14,61.83,6.18,294,3,1,2,4,4,102,1,1646,4
0,6.7,13.46,1.05,0.97,31.71,89.98,999.4,7.95,1703,5,4,2,1,2,725,1,1,4
3,7.23,24.27,1.11,0.66,19.54,28.43,738.0,7.54,620,2,1,2,1,4,1161,2,5036,3
2,5.71,42.52,1.53,3.08,37.26,44.41,1391.81,9.33,357,2,4,1,2,2,591,2,1020,3
3,6.74,23.71,1.38,1.2,14.08,54.13,1322.33,10.47,379,3,3,3,4,3,93,1,4161,0
3,6.54,45.37,0.85,1.55,19.4,80.42,207.54,5.74,890,2,0,3,1,3,7,1,4221,3
3,7.4,14.85,0.5,1.19,26.97,30.51,697.79,8.73,66,3,1,3,4,2,99,1,4331,0
3,7.86,24.86,0.83,2.55,36.59,66.37,2160.09,8.43,421,0,4,2,1,1,314,2,2418,4
3,7.19,11.96,0.71,0.69,27.028161580790393,46.43,2433.92,10.25,923,6,3,3,1,2,645,2,179,1
3,8.01,54.07,1.16,3.38,38.73,41.84,376.93,6.09,1674,6,1,1,4,3,650,2,4302,2
0,7.73,15.0,1.15,2.23,36.94,84.5,518.12,5.64,1887,2,0,3,2,4,255,1,1350,1
2,7.99,52.4,0.45,2.15,36.39,52.15,2151.2,5.46,805,6,0,3,1,1,719,2,1329,3
2,6.48,51.42,0.59,2.58,34.22,55.35,1010.97,10.06,1315,2,4,1,0,3,204,1,4131,3
3,6.57,47.05,1.13,0.38,22.69,36.8,1907.59,5.7,513,6,4,1,2,2,1212,1,4197,4
2,6.74,19.06,0.41,1.84,12.68,37.06,259.22,10.63,17,4,4,3,2,4,1077,1,266,1
1,7.75,64.41,0.51,3.4,35.64,37.46,1142.94,5.62,1559,0,4,2,0,2,1026,2,385,1
1,7.83,35.3,1.24,0.42,25.45,47.73,2435.57,5.47,193,3,1,3,0,1,213,2,2644,2
0,8.15,11.04,1.45,0.5,16.13,89.19,1706.5,7.59,158,2,1,3,0,4,1193,2,3299,1
2,4.97,33.93,1.11,2.93,28.27,30.02,1500.68,4.84,1726,6,4,2,4,2,599,2,2616,3
0,7.86,43.07,1.48,2.32,41.55,75.92,899.86,7.46,1297,6,3,3,2,3,1275,2,5882,0
0,5.77,52.42,0.87,1.43,34.21,85.63,2178.54,6.22,384,3,0,1,0,3,398,2,3420,1
1,7.6,43.6,1.44,2.1,17.49,61.52,2233.57,6.67,1483,6,0,2,4,3,426,1,1525,3
2,6.24,62.37,0.48,2.93,12.38,89.55,2079.71,9.12,726,4,0,3,4,2,666,2,3171,3
0,7.74,50.42,0.92,0.56,16.42,73.54,144.37,4.45,706,2,3,2,1,3,744,2,4923,0
1,5.58,50.48,1.18,0.63,32.09,45.28,967.95,7.3,1628,4,4,1,2,4,439,2,32,4
1,8.18,37.89,1.31,0.85,14.58,80.72,2409.18,6.08,1592,0,3,1,4,2,896,2,1222,2
2,6.2,9.72,0.61,1.03,18.48,67.08,1806.88,10.1,239,4,4,1,1,2,1371,1,164,4
3,6.26,9.23,1.51,0.38,27.3,89.29,2266.6,5.08,185,0,3,3,4,2,8,2,4136,1
1,6.77,41.41,0.97,0.2,34.59,71.58,1939.73,9.93,1010,3,4,2,0,3,883,1,566,3
0,7.79,11.7,0.55,0.68,18.07,89.21,1643.84,4.61,531,5,0,1,0,3,259,2,4765,4
3,6.27,32.63,0.54,3.05,21.5,61.92,2169.48,7.55,291,6,4,1,2,2,1329,1,5535,3
3,5.51,49.86,0.65,0.98,26.52,41.0,2277.0,8.89,122,2,4,2,1,4,1325,1,3318,4
0,8.1,13.11,0.59,3.3,17.33,70.22,1840.41,5.8,1362,6,1,3,4,1,1301,1,2980,4
2,7.61,16.39,0.54,1.54,17.66,50.65,279.51,7.12,1840,4,3,3,4,1,1164,2,1840,2
1,6.79,14.18,0.5,0.79,37.32,35.99,2020.79,5.47,1378,4,4,1,1,3,868,2,2840,4
0,5.94,33.64,1.29,1.7,35.25,58.72,2315.43,7.76,342,6,4,1,2,1,580,2,5112,0
0,5.81,56.5,0.74,0.49,25.14,80.27,501.07,4.77,829,5,0,2,4,1,1100,1,5460,2
3,6.66,32.17,0.72,0.31,24.22,93.25,687.47,6.16,303,4,0,1,0,2,362,2,744,2
1,5.79,57.37,1.25,3.44,39.26,88.0,1152.0,6.05,1142,2,4,1,4,4,464,2,3268,0
0,6.19,44.06,1.55,2.43,32.03,38.83,537.01,8.41,533,0,4,3,1,4,236,1,2924,1
0,6.62,43.61,1.04,2.56,18.78,88.89,1936.06,10.97,447,3,0,2,0,3,1348,2,1203,4
1,7.97,24.9,0.68,0.17,31.58,62.23,57.76,9.8,1150,4,1,3,0,2,1300,2,550,4
0,5.43,35.62,0.93,0.5,30.33,63.69,913.26,10.39,1874,5,0,3,0,3,906,2,2380,4
2,4.94,9.52,1.41,0.65,36.33,85.77,1158.81,10.89,1193,5,4,2,1,4,624,2,4764,4
2,5.48,18.42,0.98,1.7,21.88,89.57,1990.81,7.87,1335,0,1,2,0,4,732,1,5797,0
1,6.89,46.46,0.41,0.83,19.69,33.99,465.02,6.94,1495,3,4,2,4,1,78,1,113,0
1,7.12,17.11,0.82,0.56,19.97,94.31,953.11,6.46,1182,3,0,1,0,3,1229,1,2665,3
3,6.94,51.32,0.99,0.11,37.48,73.09,201.06,4.72,1619,6,3,3,1,3,669,1,526,0
0,5.08,37.03,0.93,2.35,16.14,45.79,2283.92,10.56,1257,6,1,3,4,2,845,2,5041,3
3,5.35,49.0,1.12,0.27,32.96,43.68,1676.37,9.53,921,5,4,3,1,4,1228,2,5705,1
2,7.62,50.5,0.74,1.7,29.11,92.06,2230.28,8.52,1641,0,3,3,0,4,744,1,2228,0
2,6.42,63.75,0.91,2.13,33.83,87.14,2215.65,7.25,1858,5,1,2,2,1,1144,1,126,3
1,8.01,63.03,0.65,0.19,15.51,46.9,1465.54,6.26,133,6,3,3,4,3,198,1,5206,2
2,6.11,25.74,1.52,1.07,32.25,81.85,1736.7,6.09,37,0,3,3,1,4,29,1,4865,3
3,6.93,51.68,1.47,2.93,15.5,71.01,2230.79,9.59,1750,4,3,1,1,3,1106,1,731,4
3,8.19,52.76,0.9,2.93,24.29,85.69,292.5,10.18,480,0,0,1,1,3,637,1,5469,0
1,5.48,40.14,0.81,1.34,40.6,79.61,731.38,9.23,761,3,4,2,2,2,603,2,5474,3
0,5.16,31.7,1.13,0.98,37.08,53.41,591.23,10.35,864,6,4,2,1,2,891,1,906,0
0,6.76,47.31,0.5,1.75,25.28,65.0,1293.64,6.82,786,2,3,1,0,1,1136,2,2405,1
0,5.43,12.63,1.54,3.03,34.61,81.89,2474.68,6.25,706,3,4,3,0,3,589,2,678,1
2,4.83,18.06,1.0,3.28,22.57,54.65,2101.21,9.04,1304,0,1,1,2,1,153,1,1667,0
1,7.89,59.84,1.33,1.26,14.46,56.88,116.44,10.7,1091,3,4,2,0,1,1320,2,245,4
0,7.31,18.1,1.44,0.31,33.36,34.8,1354.4,8.2,1364,3,3,3,4,1,545,2,5515,4
3,5.05,25.24,0.97,1.03,17.79,59.93,2130.35,8.45,1439,6,4,2,2,3,1445,2,3221,4
2,7.99,31.57,1.41,3.21,36.18,30.39,2320.52,5.01,1192,4,0,3,2,2,362,2,2216,4
0,6.27,61.67,0.33,0.68,13.42,43.64,2233.82,4.62,79,2,3,2,0,1,101,2,2189,2
3,5.38,49.28,1.19,1.25,34.36,58.56,790.57,7.74,1683,5,3,1,0,1,761,1,977,2
0,6.01,20.47,0.76,2.29,36.55,67.46,1104.19,8.56,567,3,3,2,0,1,668,2,3103,4
1,7.26,27.96,1.49,3.49,22.38,29.41,1491.98,9.76,1579,6,0,3,2,2,254,2,1731,3
3,5.81,37.77,1.59,2.01,32.58,86.79,687.08,5.3,324,3,4,2,4,1,467,1,1385,2
1,7.91,58.21,0.67,2.67,20.81,51.04,1173.99,9.25,857,5,1,3,2,3,1138,2,3339,0
3,7.49,40.21,1.11,0.59,36.74,79.46,1067.03,4.16,1475,6,3,1,0,3,138,2,4192,0
3,5.12,60.93,0.56,1.85,24.3,74.64,56.84,4.4,776,5,0,1,2,2,474,2,2433,1
0,6.81,30.06,0.62,0.63,35.08,58.04,2355.53,4.93,919,4,4,1,0,1,135,2,5591,4
3,5.85,25.82,0.59,2.23,34.92,27.62,1048.46,8.94,13,0,1,1,0,4,569,1,1199,1
1,5.98,10.93,1.11,3.04,33.86,61.83,2133.99,6.47,790,0,4,1,0,4,68,1,2319,3
0,5.48,52.88,0.86,0.38,35.6,69.01,1759.67,4.59,116,2,3,2,0,4,1103,2,5299,0
3,5.87,63.1,1.09,2.44,15.16,85.09,177.45,10.98,728,0,0,2,1,3,728,1,5264,3
1,8.18,48.86,1.49,1.0,27.55,35.69,274.09,6.37,258,5,0,3,2,2,740,1,1167,0
1,6.32,48.58,0.73,2.95,41.04,36.3,898.65,4.38,1457,2,1,2,0,4,48,1,2203,3
2,5.62,42.65,1.34,0.41,37.77,83.06,1631.64,7.15,710,4,4,1,0,2,104,1,5805,3
2,7.47,49.24,0.57,1.25,26.58,55.77,1870.55,5.35,1630,4,0,3,4,2,1112,2,4002,2
1,7.11,58.64,0.76,2.72,28.84,55.49,950.73,5.84,1061,5,0,2,2,4,971,2,827,4
2,7.77,15.55,1.22,2.37,20.29,70.49,509.27,4.22,212,4,3,2,2,4,1438,2,4797,0
1,7.18,28.52,0.8,0.63,40.14,53.99,1282.96,8.91,996,0,4,1,4,3,619,2,1855,4
2,5.96,63.86,1.4,2.16,18.05,86.43,1446.51,6.39,204,4,3,3,1,3,119,2,1691,2
0,4.98,38.42,1.25,1.62,23.52,49.88,593.99,5.7,1369,6,3,2,0,3,356,1,2944,3
3,6.81,30.11,1.03,1.82,34.97,65.06,2365.18,4.75,1905,4,1,2,4,2,1319,1,3153,2
3,5.33,34.26,1.22,0.3,30.7,63.91,1394.17,9.36,1805,2,1,3,2,1,942,1,440,0
2,6.12,14.71,1.4,2.25,24.66,82.24,1794.78,8.56,1131,4,1,2,1,1,876,2,4691,3
1,7.89,30.71,0.83,0.55,30.43,28.81,1162.28,5.43,503,0,4,3,1,1,445,1,1074,3
3,5.8,12.55,0.88,0.49,19.19,75.49,1332.17,9.66,1656,6,0,1,2,3,1248,1,2267,2
1,7.83,62.09,0.4,2.32,21.32,90.63,639.42,10.34,1485,6,1,2,0,4,1254,2,3604,3
3,5.72,14.69,0.65,1.34,18.41,42.77,1185.74,4.44,1243,3,0,3,4,2,543,1,5893,3
2,6.4,20.84,1.11,0.29,41.09,33.0,1274.16,8.11,1600,0,1,1,1,3,1412,1,5551,3
0,6.67,65.0,0.9,3.18,21.27,92.72,1097.07,6.2,147,5,1,2,1,1,1333,2,992,1
0,5.32,14.13,1.47,0.19,36.66,54.15,1441.78,9.0,1454,6,4,3,0,1,286,2,857,4
0,7.28,59.38,1.01,1.69,26.5,94.9,508.44,5.83,264,2,4,1,4,1,560,2,1398,1
3,6.61,30.97,1.52,3.43,38.19,71.98,1263.19,5.13,606,5,0,2,0,1,388,1,93,3
3,6.0,36.93,0.37,0.42,12.21,33.39,1087.82,7.93,337,3,3,2,2,4,890,2,3454,4
0,7.28,27.14,0.95,1.95,25.7,44.65,740.65,9.37,1209,5,1,2,1,3,119,1,718,2
2,7.24,61.71,1.07,0.59,38.49,67.68,1965.85,9.65,665,4,0,1,0,4,1345,1,2762,0
0,8.18,43.19,1.09,1.58,38.5,45.01,1778.44,6.73,804,2,3,1,4,3,90,1,5047,4
0,7.63,34.41,1.27,2.6,31.81,43.3,697.21,10.47,1511,4,3,2,1,4,34,1,5338,1
1,6.45,59.55,0.96,2.64,40.63,45.42,1902.3,8.11,1550,2,0,3,4,2,1455,2,1407,2
2,6.09,52.18,0.91,2.5,30.89,31.59,1184.93,10.84,412,5,0,3,2,1,1404,2,3488,2
1,7.72,12.88,1.35,2.85,32.08,58.62,755.06,4.83,1228,2,1,3,4,4,801,2,556,3
3,5.65,62.33,0.73,0.39,13.69,47.76,914.52,8.74,296,5,1,3,0,1,108,2,5223,4
2,6.18,59.5,0.7,2.53,33.1,53.84,1531.02,7.74,511,3,3,2,0,4,27,1,4385,4
3,5.31,15.44,1.31,0.77,35.04,44.97,206.06,9.11,1169,4,1,1,2,4,701,2,4683,2
3,5.95,59.45,0.63,1.23,12.74,25.2,633.53,7.36,1032,2,0,1,0,3,518,1,3878,4
2,5.16,47.31,1.22,2.96,40.71,52.62,1881.1,6.22,1425,2,1,2,0,1,230,2,2107,2
3,7.12,46.1,0.54,3.4,28.44,47.32,289.61,5.44,306,3,1,3,4,2,282,1,1566,4
0,6.22,63.25,1.53,1.66,17.17,80.36,307.0,6.03,499,5,4,2,4,3,673,2,1808,1
0,6.89,62.59,1.35,0.14,27.18,93.92,2014.27,5.98,869,2,4,3,1,1,1137,1,3049,2
3,5.42,30.59,1.19,3.37,29.22,62.48,1259.2,8.78,192,5,3,2,2,3,1002,1,5663,0
3,6.63,33.57,1.03,3.47,35.41,26.35,2046.94,6.2,1335,3,3,1,1,4,43,1,4663,2
3,7.84,43.49,0.76,1.35,14.32,74.23,1171.28,7.91,614,4,3,3,1,4,448,1,4054,4
0,5.86,47.11,0.59,3.06,19.43,58.22,758.79,4.07,1881,6,3,1,2,2,644,1,3526,0
0,6.47,37.26,1.27,2.91,16.29,83.83,1045.35,8.99,1564,2,3,2,2,3,64,1,1617,2
2,5.69,52.14,0.52,2.95,19.45,32.02,1682.07,6.43,1242,4,0,1,1,3,1332,1,966,3
3,4.88,39.06,0.34,3.43,13.45,38.28,817.38,6.97,330,3,0,3,4,3,719,1,3599,3
2,4.84,18.91,1.49,1.42,31.98,50.81,209.2,10.44,1359,4,0,2,0,3,495,2,3835,3
3,6.53,58.66,0.61,0.41,12.99,62.42,1904.47,10.37,102,4,0,3,1,4,220,1,4545,4
1,5.85,29.37,0.81,2.86,40.99,36.41,1586.96,10.46,127,4,0,2,1,3,156,1,3073,0
2,7.43,11.33,0.57,1.39,24.3,94.89,1878.51,9.14,1541,5,3,3,0,2,1142,1,4263,2
0,7.36,53.53,0.86,2.29,40.73,42.62,1995.88,5.5,487,4,0,1,4,3,1367,2,963,0
1,6.24,21.4,0.61,0.84,31.34,82.88,1137.5,5.71,1712,4,3,1,4,1,725,2,4909,2
2,6.66,62.65,0.71,0.54,17.02,43.76,534.55,5.76,1759,0,1,1,0,2,589,2,4348,1
2,7.54,62.91,1.26,1.28,23.02,80.03,1929.26,7.38,1279,5,1,2,4,2,1353,1,3664,4
1,7.47,28.0,1.09,1.88,24.18,70.5,381.81,9.06,809,4,1,2,2,2,1111,2,1480,3
3,7.63,10.89,1.43,1.74,31.6,48.82,690.69,4.68,449,3,4,2,0,4,1193,1,3380,3
3,6.95,37.06,0.55,2.24,28.57,29.42,422.66,4.73,374,4,1,2,1,2,124,2,1590,4
1,5.66,46.85,1.36,2.12,18.49,37.02,1190.27,6.34,278,3,1,2,2,2,1154,2,3917,2
1,7.08,11.05,0.75,3.06,25.81,74.48,1442.67,8.99,642,0,4,2,1,1,647,2,1867,1
2,7.57,58.29,1.09,2.7,37.24,58.06,107.45,8.75,58,0,1,1,4,3,269,2,2460,3
3,8.01,33.09,0.96,2.31,13.3,43.31,1018.67,5.74,1016,6,1,2,0,4,303,2,2156,3
2,5.49,8.86,1.55,2.58,15.35,71.04,2119.8,7.17,1769,0,1,2,1,4,270,1,1850,1
1,7.59,32.89,0.93,3.16,32.36,41.86,1781.64,10.06,740,3,3,2,4,1,512,1,1500,2
0,8.05,43.76,1.19,2.57,37.81,77.1,1752.56,7.2,1297,0,3,3,4,2,1153,2,1877,1
2,5.86,43.14,1.03,2.48,23.38,60.35,1465.67,9.95,842,5,4,3,1,3,963,1,5559,4
3,6.97,43.92,0.85,1.68,33.17,76.41,1118.89,6.39,553,5,0,3,2,4,92,1,4804,3
3,6.69,50.7,0.66,2.5,17.05,26.04,677.81,7.6,1615,0,3,1,0,4,236,1,1266,0
1,7.17,39.79,1.1,1.05,20.3,42.36,1935.7,7.64,393,5,1,2,4,1,1112,1,5177,0
2,6.1,45.7,0.34,1.19,40.02,45.87,1027.08,4.33,110,3,4,3,1,2,530,1,4989,2
0,6.27,60.25,1.41,0.61,35.68,41.87,744.09,7.98,420,5,4,3,1,1,728,2,967,3
1,7.93,37.37,1.53,2.61,36.57,79.39,2145.35,9.24,1189,0,0,1,0,2,821,2,1311,2
3,6.85,41.21,0.5,0.99,30.03,94.78,876.88,7.85,867,4,1,3,1,3,177,1,5512,4
1,6.11,13.11,1.45,2.5,23.68,54.33,740.04,7.22,946,4,3,1,1,2,632,1,51,4
2,8.15,13.45,1.57,0.8,34.19,78.88,2174.44,5.66,325,3,3,1,0,4,267,1,3464,1
0,6.88,61.45,1.22,0.39,18.56,70.24,286.34,6.5,1425,5,0,3,0,4,812,2,5555,4
0,7.16,9.0,0.5,2.37,20.59,92.95,1328.28,7.31,1855,4,1,2,2,2,1439,2,5422,3
3,5.51,62.1,1.44,3.01,39.71,44.56,706.74,9.39,1027,3,4,1,2,3,796,1,4638,4
1,5.46,57.19,1.28,0.74,24.4,76.25,304.22,8.76,1482,3,0,1,1,2,1370,2,538,2
